18
958 1763
402 384 665
508 521 459
756 611 802
544 327 206
554 559 879
789 296 253
168 82 825
900 106 109
501 546 975
830 118 129
144 37 934
738 122 763
437 298 147
749 390 4
147 555 547
422 123 966
891 786 322
131 147 455
469 161 432
228 698 882
792 811 615
885 524 142
588 593 645
176 652 86
111 411 759
58 9 375
602 430 49
383 664 639
511 537 967
209 76 539
760 840 188
283 459 467
233 94 869
671 528 457
856 620 352
707 820 771
246 219 101
286 64 604
612 245 164
295 465 834
568 872 294
376 328 300
687 834 432
642 114 909
377 540 121
819 701 330
244 649 644
223 165 560
541 279 385
2 412 605
446 669 680
519 34 981
532 843 909
220 65 797
291 624 621
38 265 150
265 85 288
319 270 870
606 524 887
118 695 951
383 659 162
31 475 434
388 669 87
507 109 422
775 457 601
207 549 495
539 755 67
352 318 411
550 351 56
800 26 528
70 527 365
869 775 218
563 789 738
210 177 241
701 589 762
2 333 40
8 790 760
491 701 481
523 839 653
42 711 320
706 88 367
341 250 781
371 373 264
609 98 165
654 324 428
168 181 513
316 203 742
186 619 71
863 501 317
533 222 429
206 706 988
523 837 461
316 594 89
359 859 953
13 419 218
641 562 864
869 203 185
671 549 482
207 852 336
640 772 525
792 307 742
892 715 927
891 62 469
774 303 661
817 688 837
396 166 653
503 881 65
696 807 590
864 759 634
85 64 879
711 631 149
891 701 558
277 39 468
46 583 232
169 639 867
267 770 730
869 108 340
234 796 195
146 438 641
563 445 668
803 27 567
215 838 735
731 782 937
93 540 590
644 165 484
129 591 288
650 596 835
867 523 727
24 255 327
501 176 648
62 338 92
536 271 731
679 236 181
847 27 316
238 386 592
619 310 563
706 890 583
758 168 230
664 659 525
803 261 214
339 613 927
682 679 653
282 154 473
779 728 469
451 426 577
845 188 998
624 549 633
527 315 983
259 642 601
354 851 574
285 678 721
181 501 527
891 68 697
69 99 477
788 436 813
313 555 680
880 331 454
712 629 815
671 396 528
555 431 995
184 288 49
361 95 398
554 594 418
476 482 245
856 82 215
329 221 79
878 725 472
157 332 198
260 209 173
56 750 721
593 242 152
388 124 357
674 488 336
23 119 775
247 649 903
537 517 848
156 373 818
234 822 537
229 241 487
499 227 981
734 183 735
620 567 381
612 883 127
570 447 434
546 304 604
45 117 58
355 106 487
320 428 695
141 603 552
788 91 687
141 712 832
625 72 150
292 392 265
214 558 788
730 231 270
219 390 107
821 266 592
537 871 656
162 48 325
855 431 408
315 785 201
825 450 209
789 769 733
832 756 998
46 2 833
711 403 639
633 767 946
711 82 224
524 105 264
723 66 191
763 148 524
26 372 324
546 799 834
317 305 897
601 317 183
22 160 264
167 897 530
218 450 767
738 167 2
59 642 296
755 746 986
859 42 183
378 51 729
68 662 484
396 393 173
261 645 644
220 757 667
823 469 237
870 151 769
268 55 676
521 698 496
593 884 321
117 491 200
491 809 382
360 560 96
891 326 120
401 54 727
239 707 189
679 527 724
790 57 541
506 662 557
182 797 337
560 723 198
433 735 359
742 743 142
136 412 843
790 171 924
426 670 784
670 241 759
851 162 641
388 192 834
246 575 738
707 325 509
448 692 945
471 171 708
145 139 745
767 290 710
649 838 664
243 111 739
576 785 260
137 425 426
459 175 589
190 114 770
839 620 280
491 424 571
505 115 851
477 33 944
334 815 114
652 4 40
264 26 303
785 305 308
201 338 588
523 548 621
686 624 238
550 87 481
780 221 201
68 30 648
653 429 602
556 475 663
427 609 1000
144 726 219
93 304 275
125 287 683
755 850 89
734 182 847
405 483 651
333 483 493
732 650 987
265 851 174
62 217 156
427 788 286
740 253 191
832 52 71
272 425 995
309 539 314
518 503 111
562 568 781
93 94 925
299 550 261
361 855 671
589 194 343
382 795 241
517 452 789
52 221 935
229 814 842
127 809 571
541 834 930
515 263 873
56 777 391
596 450 991
794 276 813
419 518 544
521 856 529
110 63 779
646 603 161
862 690 889
330 522 870
463 183 968
595 648 580
67 276 677
879 296 40
807 699 183
415 193 422
652 114 599
134 718 834
697 811 327
728 213 910
238 230 298
589 307 71
710 4 174
411 402 16
729 855 789
498 807 422
152 83 397
273 328 406
285 839 277
648 284 565
682 200 145
363 735 59
411 282 391
519 625 37
433 18 105
147 419 217
545 185 748
126 638 895
596 711 572
464 300 927
440 791 863
171 219 963
413 594 674
271 261 351
74 849 72
754 790 795
38 590 939
306 757 286
384 141 518
491 108 403
107 869 663
319 291 736
387 1 455
273 242 62
74 156 105
741 236 315
261 171 532
884 178 147
786 209 186
284 433 784
3 568 223
55 403 787
484 9 808
75 562 449
796 584 915
577 449 350
717 405 394
61 286 970
509 201 510
144 773 125
842 791 815
615 897 541
802 287 929
43 350 469
490 741 650
624 42 734
100 893 440
243 514 212
115 626 18
249 133 761
26 355 846
865 350 626
482 686 604
94 219 725
366 689 134
295 230 984
187 393 136
756 569 432
406 180 958
805 40 464
129 293 115
84 171 54
853 498 157
818 6 386
783 283 605
2 662 342
395 574 242
710 143 900
25 789 242
277 785 555
520 7 835
204 165 999
411 52 430
66 45 766
596 565 936
392 372 332
570 227 89
879 781 702
41 279 644
322 658 824
381 188 611
751 125 735
267 426 110
573 312 308
283 328 997
638 136 280
11 476 907
100 430 863
552 147 796
462 794 441
739 158 363
279 79 601
189 297 968
65 144 240
564 546 277
453 844 879
821 343 385
537 713 864
551 297 924
629 621 367
297 351 27
756 744 734
280 113 139
397 614 790
454 2 120
388 195 975
466 798 97
869 154 573
773 351 367
391 505 764
462 107 307
850 300 358
190 67 291
158 894 321
625 901 229
561 150 963
563 218 250
350 648 237
582 820 193
501 569 629
475 743 515
454 31 632
454 379 222
26 151 37
16 10 978
881 669 947
482 824 728
770 237 774
853 231 651
875 825 642
425 463 761
700 106 533
590 47 416
313 541 130
342 850 961
69 499 351
345 516 309
889 550 421
116 748 960
674 599 148
486 514 240
533 600 447
623 414 433
118 59 933
888 413 703
756 367 400
424 432 233
290 84 974
690 80 689
889 160 699
511 714 522
461 852 58
310 837 347
138 404 36
802 120 525
713 755 448
843 299 920
468 659 598
389 334 463
80 750 127
27 587 174
433 785 994
322 833 162
458 205 776
474 650 709
676 519 411
460 796 373
328 671 1
740 358 50
137 520 894
73 242 490
162 848 700
609 491 702
632 38 176
779 97 357
806 367 265
886 450 790
872 258 842
715 192 522
196 675 929
747 241 713
639 43 97
137 659 816
272 97 958
841 865 289
429 589 925
22 649 20
88 387 665
268 270 759
34 766 592
14 454 254
327 534 584
688 490 65
48 489 671
839 272 97
573 19 313
69 551 520
848 870 104
179 94 15
1 470 106
68 700 462
424 586 121
862 571 198
140 717 812
263 814 691
72 702 386
243 771 391
16 234 716
467 247 758
369 542 396
748 560 852
305 438 65
741 306 896
367 610 431
196 394 270
766 94 723
616 515 367
502 202 299
610 670 740
195 380 409
98 555 388
43 79 297
595 532 190
389 535 258
368 224 181
658 552 818
484 725 155
5 160 628
341 466 327
258 310 246
34 196 465
130 775 163
174 288 481
901 217 868
403 238 40
282 631 493
46 374 429
734 655 515
831 793 888
651 815 991
351 556 567
465 63 574
265 680 558
463 395 820
635 754 93
43 51 356
270 255 96
780 222 533
542 659 615
105 614 618
705 234 639
751 727 469
423 536 806
622 270 567
623 109 710
635 261 836
482 859 137
799 62 45
243 320 693
41 513 853
568 831 453
47 204 124
5 273 240
866 546 453
894 472 929
260 620 229
871 252 233
214 625 518
605 394 796
773 796 723
82 594 506
891 808 694
662 15 723
784 700 543
879 396 18
299 831 37
706 213 388
786 348 603
798 788 506
622 172 32
750 334 975
623 400 797
362 262 284
238 259 970
398 540 357
642 12 505
363 520 479
728 822 190
289 381 484
191 736 156
817 230 519
702 490 677
294 571 732
537 696 251
51 284 671
780 655 813
100 687 652
336 547 749
234 317 434
536 741 281
723 597 824
240 366 613
563 335 206
876 203 955
241 109 309
804 831 281
6 892 957
329 784 233
502 479 740
674 657 51
110 455 214
278 788 756
490 432 558
65 883 891
854 492 275
596 429 870
213 97 740
285 902 94
315 71 563
39 408 830
586 252 772
489 559 63
654 173 814
322 485 313
869 398 158
677 80 827
534 423 851
125 257 940
195 533 549
893 70 330
194 8 828
466 890 125
676 610 857
394 657 558
533 563 378
721 74 324
730 139 956
651 760 177
571 803 210
857 74 775
740 795 976
458 283 320
428 787 376
500 393 232
784 104 541
320 684 941
517 543 221
20 692 440
584 295 446
691 346 230
143 634 696
400 277 952
166 147 586
244 588 47
740 354 629
808 178 526
602 865 456
480 861 958
139 747 265
639 11 777
470 268 610
895 464 871
509 226 932
774 167 298
826 123 39
608 274 198
793 673 260
615 273 797
54 895 492
665 831 687
624 600 404
788 873 505
39 587 633
32 565 7
411 132 396
268 165 317
293 782 818
13 417 539
340 714 207
88 559 571
475 270 46
829 621 318
247 396 608
488 615 563
436 457 486
525 582 794
408 261 277
356 835 621
295 201 335
518 838 340
354 272 59
430 476 905
347 668 557
158 627 721
438 540 213
775 849 882
117 255 467
182 857 474
421 23 914
41 535 588
137 365 124
228 902 33
829 366 279
559 691 719
258 390 428
401 74 619
80 579 435
603 256 611
453 331 994
215 505 745
59 648 964
383 382 472
136 731 169
806 360 65
291 378 404
245 402 664
216 403 611
53 197 521
395 712 219
587 23 320
412 572 436
106 168 61
82 138 996
536 687 844
95 863 174
125 868 80
564 586 905
391 411 549
391 827 50
412 138 294
220 34 503
743 100 816
472 742 147
92 386 869
500 862 66
674 461 336
349 829 788
216 290 235
702 195 593
347 279 498
653 359 49
336 212 415
292 118 261
507 359 433
825 602 901
378 68 568
302 347 204
435 643 610
345 757 893
468 488 111
724 75 668
339 245 101
765 504 208
337 687 195
732 890 675
196 616 814
315 540 894
763 388 622
123 571 228
199 651 441
291 81 151
757 671 289
822 342 704
895 856 351
751 391 555
449 259 907
494 143 833
282 594 698
571 29 555
451 256 781
106 503 619
797 372 771
646 711 315
301 269 233
742 797 388
197 880 409
769 735 919
739 290 201
196 824 380
889 271 215
115 180 972
512 425 354
283 357 876
425 209 400
450 697 937
589 886 781
643 593 511
249 772 1000
731 704 786
333 493 952
632 412 455
838 599 991
449 483 531
282 41 752
897 135 958
473 6 373
673 737 492
19 565 271
143 141 191
260 67 902
381 724 772
736 601 732
731 509 594
825 480 920
215 174 138
746 47 853
444 569 349
159 370 465
857 233 295
567 587 47
661 56 421
840 880 895
145 120 222
85 552 957
838 811 666
287 44 665
365 450 403
454 386 842
658 682 689
526 862 664
760 644 146
666 285 257
739 376 749
763 734 549
9 566 729
352 764 433
253 462 318
61 223 676
332 860 589
47 118 888
879 389 834
659 814 368
347 448 627
799 688 466
347 450 273
725 833 5
797 874 19
226 639 579
273 715 549
687 702 517
746 66 15
312 121 826
898 403 262
863 635 197
774 770 723
69 850 205
282 331 162
639 161 498
817 151 356
409 189 470
756 404 918
856 218 236
778 728 318
279 440 41
244 735 750
712 841 348
265 387 6
259 300 352
202 534 775
659 750 63
15 81 876
783 321 494
373 691 353
655 241 21
484 27 784
58 535 234
766 806 92
91 172 175
341 297 650
412 40 278
487 147 859
359 239 124
704 827 850
520 143 251
448 460 256
504 532 556
286 238 630
699 448 252
782 488 322
205 533 752
593 423 846
669 528 44
900 782 366
800 518 776
541 494 281
309 521 226
615 821 659
391 323 208
271 3 34
284 295 838
326 675 998
217 400 703
548 863 590
28 883 585
505 494 298
884 4 680
828 797 65
89 163 946
565 305 496
817 780 854
355 205 739
155 427 866
234 342 597
581 331 835
646 402 186
300 663 479
20 634 113
125 740 265
581 786 245
669 843 188
666 531 38
445 723 469
365 749 9
423 13 420
426 240 315
393 358 440
821 142 887
337 474 9
196 30 478
750 322 17
752 821 611
749 71 490
748 536 990
839 248 230
282 492 50
77 537 384
413 648 142
311 30 383
264 38 839
599 571 720
789 418 215
641 423 278
889 280 899
312 166 21
194 602 961
446 317 971
127 107 590
13 242 451
688 753 408
594 402 135
328 583 428
22 131 566
39 815 590
142 354 987
485 501 563
10 267 11
850 818 366
884 717 75
887 681 121
810 669 839
772 427 524
366 699 477
616 864 613
285 722 972
222 376 631
640 212 919
110 331 267
223 129 11
179 42 463
802 147 609
518 227 556
157 46 886
271 830 577
160 116 658
264 536 386
114 50 280
238 862 92
606 75 870
418 811 423
45 643 324
140 202 184
273 762 811
658 519 360
723 520 740
16 178 736
764 717 183
499 257 262
157 660 560
138 13 508
587 281 2
603 545 74
345 730 8
684 166 934
52 634 697
807 471 67
895 188 649
432 541 732
317 802 419
399 182 968
682 157 976
40 61 378
597 212 447
215 366 427
403 727 720
263 596 746
836 764 953
18 679 276
200 808 383
466 310 540
508 94 181
681 298 945
646 415 883
235 705 438
864 491 178
887 430 188
258 745 933
664 291 137
411 872 453
682 264 128
843 209 896
533 191 795
410 30 318
325 477 711
188 490 433
160 92 19
724 374 683
203 796 359
388 162 420
301 772 178
416 196 951
360 501 925
345 46 564
67 901 465
41 801 449
452 853 8
16 204 47
135 832 278
2 408 117
664 160 124
304 264 103
103 351 594
567 49 38
679 417 793
542 229 917
579 837 169
78 479 881
521 63 107
353 848 84
71 692 564
246 317 939
733 343 910
442 140 755
302 788 871
401 607 770
496 792 129
724 132 458
638 25 568
388 758 118
363 748 446
311 199 552
421 419 302
115 59 527
243 723 913
367 176 146
112 759 876
393 337 774
297 49 448
782 214 883
549 328 977
887 445 467
114 837 531
296 485 672
673 229 499
54 613 671
469 631 432
630 848 751
40 241 960
62 336 150
655 761 725
472 552 301
846 460 966
317 6 715
551 218 75
178 202 932
885 512 789
595 813 106
92 208 259
201 388 665
568 263 406
623 208 709
364 156 795
205 35 80
599 714 280
709 99 649
263 661 351
136 71 80
11 65 131
664 58 583
744 174 977
336 838 646
171 446 6
835 546 961
5 476 427
133 450 758
579 93 370
652 204 159
728 121 774
339 848 938
216 369 838
661 583 850
324 426 532
686 491 550
847 735 490
136 545 744
194 135 817
94 710 254
579 885 568
64 432 331
437 334 464
735 31 996
486 731 862
29 597 652
211 272 212
314 815 264
812 717 944
666 823 100
583 891 19
270 514 493
838 143 637
427 648 71
240 625 891
829 540 774
739 618 67
415 513 483
339 328 790
616 578 619
661 305 445
729 56 983
547 648 540
760 219 947
144 704 503
858 757 622
668 488 578
708 764 40
889 242 182
699 469 591
329 486 729
841 235 780
219 106 272
575 233 481
355 577 880
339 543 107
704 229 550
157 754 155
495 271 545
129 610 439
826 849 315
194 857 280
224 608 482
831 729 376
283 459 448
641 748 822
309 595 269
201 429 281
441 565 302
884 776 112
794 397 984
471 210 9
872 324 982
299 199 503
363 399 872
688 68 153
522 871 55
204 189 478
219 751 180
31 416 398
133 280 81
562 512 439
436 418 515
882 603 976
46 830 316
2 6 239
458 897 265
344 688 185
279 831 106
760 514 184
250 79 333
91 338 949
604 409 330
93 3 195
603 295 64
655 641 259
510 218 954
120 384 952
629 590 868
718 1 711
82 435 283
882 575 19
801 124 651
560 405 686
299 733 501
290 794 736
100 71 920
750 147 954
408 862 514
612 838 401
552 504 681
756 334 890
423 266 782
164 152 662
794 428 391
581 36 326
802 743 226
390 339 792
410 432 914
636 6 127
233 682 497
619 42 325
380 70 177
660 628 625
225 765 416
499 537 827
229 395 342
809 552 62
204 716 628
527 771 867
468 711 407
182 114 710
262 853 582
582 201 356
740 791 433
290 897 800
769 167 576
417 568 873
91 605 849
677 447 281
741 623 834
490 683 656
855 97 753
625 70 308
523 63 595
8 318 502
669 609 506
38 252 771
811 670 411
182 606 433
725 705 252
213 614 771
784 850 129
92 701 469
529 206 500
766 565 64
121 155 35
187 62 547
479 114 715
841 885 254
504 80 608
487 520 822
75 894 572
377 612 729
43 674 638
246 650 273
514 282 911
46 902 417
598 489 587
856 367 317
616 76 111
698 668 484
882 360 160
737 391 951
687 161 763
902 401 519
900 248 617
404 271 493
92 511 552
590 256 663
418 233 610
288 596 318
235 344 650
711 544 33
8 295 978
817 146 769
355 777 320
408 168 521
775 19 903
225 243 602
103 665 54
647 54 699
738 30 438
171 622 193
446 155 269
207 793 148
287 413 39
132 375 694
370 170 560
649 12 132
64 668 398
313 118 767
806 128 117
805 456 769
240 35 155
259 347 162
849 132 73
293 614 324
442 86 414
390 736 931
817 523 243
97 69 958
685 716 179
469 791 945
849 87 803
41 880 212
231 856 823
243 348 30
92 380 891
25 661 71
713 626 608
100 242 938
333 603 666
400 100 696
441 637 364
690 571 863
806 505 651
26 757 148
199 212 842
857 505 76
9 618 199
829 491 81
625 872 499
445 584 469
748 611 328
186 234 752
510 54 767
827 686 583
61 726 357
84 301 540
448 795 921
737 806 764
180 821 933
494 733 498
330 61 33
816 253 274
344 343 895
498 895 270
86 401 885
778 263 297
776 446 129
537 816 529
847 25 643
556 184 728
705 524 722
72 105 794
725 9 234
137 285 664
793 169 568
855 214 211
639 593 724
417 538 488
569 7 744
869 688 342
810 503 195
59 274 864
889 890 664
690 223 983
643 227 272
95 674 910
825 269 729
139 722 589
221 662 418
862 496 745
263 588 312
347 200 563
512 173 674
481 212 558
87 110 820
123 702 470
746 655 566
780 730 995
483 756 573
426 719 880
655 312 823
234 653 304
578 125 209
638 509 852
338 366 414
586 858 771
589 333 408
793 450 128
428 400 974
525 629 189
445 349 680
505 208 510
475 54 189
322 104 45
136 130 184
184 1 854
482 492 122
628 429 611
5 605 848
616 847 715
54 882 666
172 130 710
356 579 918
777 183 712
626 17 756
22 228 508
38 363 372
1 261 749
59 538 5
233 299 778
398 879 854
311 705 451
838 325 876
482 209 791
864 722 23
663 100 354
426 442 191
270 387 345
326 105 34
493 670 199
343 347 182
432 200 276
397 292 410
557 681 560
136 86 150
732 812 235
694 366 350
741 719 130
690 689 372
203 109 357
625 677 48
515 235 605
562 305 203
65 870 206
385 882 168
595 262 522
710 262 794
135 841 339
725 65 909
659 328 798
635 602 23
794 59 439
883 320 132
839 624 250
167 387 233
655 555 499
115 278 501
800 186 672
556 785 325
103 524 816
725 173 693
685 765 466
890 681 168
596 811 922
372 257 136
222 821 816
336 505 905
141 42 972
636 69 650
396 877 599
859 827 576
935 1773
730 253 41
153 115 910
36 266 414
114 194 610
404 597 559
524 850 474
515 308 718
711 192 417
530 403 39
22 899 745
570 35 423
274 7 309
448 660 735
94 531 219
671 456 178
11 282 90
785 408 705
920 374 111
418 77 519
782 311 482
320 934 822
295 140 345
295 521 96
636 664 725
339 684 621
454 689 224
181 747 877
82 238 850
792 744 780
341 10 499
92 643 67
462 811 724
854 181 501
644 494 443
333 282 922
176 867 758
131 90 105
723 643 237
191 575 501
230 903 111
194 457 140
270 292 682
828 58 225
575 345 704
7 824 561
154 41 31
93 395 875
500 231 437
874 132 68
638 612 895
813 356 313
798 855 125
233 702 663
902 665 190
19 278 453
272 59 292
784 333 801
461 90 869
676 656 24
839 59 837
900 524 280
130 590 844
308 364 868
569 274 493
550 844 37
790 381 346
353 138 904
13 344 29
644 367 226
11 386 142
543 750 355
353 697 399
254 703 320
654 345 728
800 881 533
933 912 591
238 164 325
426 603 9
250 647 248
696 21 704
269 166 422
578 287 65
759 856 555
701 199 746
475 157 755
423 146 740
152 28 605
50 552 503
770 901 336
317 632 265
911 4 141
611 240 772
780 711 723
383 324 579
59 377 310
93 412 194
252 492 696
455 150 336
456 36 919
96 693 590
215 257 37
647 882 75
472 419 218
585 933 104
41 435 161
859 708 484
326 890 992
341 824 8
315 624 740
754 3 938
282 291 729
545 441 432
829 39 999
247 744 677
435 567 122
678 808 139
26 493 615
59 533 96
149 243 576
26 493 101
104 191 795
134 52 353
312 405 764
353 761 775
206 195 100
748 287 300
209 910 817
348 322 49
861 720 525
727 447 521
307 862 796
339 338 766
679 109 277
6 766 660
793 165 100
801 101 930
147 208 68
354 709 584
452 761 914
240 462 401
279 28 929
254 15 152
611 509 440
338 145 589
433 83 175
914 697 866
683 189 289
682 491 656
76 709 610
559 487 627
620 640 114
297 331 719
3 689 564
893 640 660
687 634 768
325 520 549
190 466 726
137 803 975
681 104 209
19 252 318
55 407 355
453 173 436
609 480 878
817 82 763
222 851 687
519 113 8
314 352 653
356 30 150
19 663 430
835 536 692
147 912 67
926 327 702
510 819 773
735 836 160
281 87 856
192 824 85
839 310 389
270 218 270
258 363 149
652 352 356
466 92 46
913 282 186
853 439 13
495 701 962
877 622 477
883 301 336
235 675 566
105 429 890
147 443 616
426 39 372
510 316 479
636 552 889
914 662 460
429 847 717
248 555 934
444 503 37
927 327 753
223 58 153
570 430 429
98 456 646
83 370 911
675 367 964
748 332 817
767 683 680
399 218 420
356 60 806
132 12 697
675 48 710
98 159 480
787 929 351
111 902 981
878 239 656
495 306 348
875 27 473
489 45 585
136 89 630
910 491 555
389 170 298
482 388 769
879 296 14
198 392 81
775 831 718
691 7 418
806 641 228
900 362 674
36 744 332
766 285 576
674 580 26
696 359 13
458 740 520
346 115 247
447 754 400
443 538 521
158 235 758
824 326 64
635 714 648
425 801 329
361 192 806
933 489 798
369 328 480
294 854 11
564 346 851
689 245 551
823 503 225
794 828 758
573 789 269
593 260 651
401 187 691
98 684 146
835 359 319
790 459 854
277 330 372
339 207 48
369 176 446
586 345 389
900 675 980
361 572 91
659 192 716
216 348 24
750 360 563
162 79 206
38 30 329
800 911 877
43 614 892
145 631 556
629 727 113
602 84 996
487 742 726
149 202 989
207 20 379
459 99 892
194 820 607
423 335 165
432 736 286
457 66 176
247 200 499
575 764 597
640 169 244
356 78 538
261 332 552
246 328 129
644 874 567
338 440 36
398 119 818
537 902 185
590 703 478
846 384 368
265 355 295
152 387 884
243 27 811
334 444 12
708 688 607
341 523 883
613 248 737
746 675 703
803 558 338
20 134 514
503 265 705
357 848 263
60 461 51
439 474 354
654 638 48
501 517 451
691 900 554
151 209 455
340 807 790
630 398 452
189 98 210
701 152 495
631 500 386
58 661 950
205 436 722
866 649 83
263 96 336
657 279 263
343 161 660
226 418 335
42 87 859
673 330 993
311 364 79
546 136 977
468 407 666
560 490 147
443 38 558
323 621 378
218 469 980
562 226 335
446 37 923
89 138 785
852 836 602
146 416 654
511 530 969
709 331 294
13 824 319
337 454 849
719 435 423
119 108 265
294 457 293
604 239 913
691 824 146
192 600 310
477 489 379
248 816 67
15 406 319
823 355 169
222 478 112
664 692 26
117 480 679
411 713 193
306 850 122
291 181 387
504 746 986
864 148 753
910 385 132
192 591 445
701 55 211
823 219 103
759 8 88
118 587 660
876 144 765
569 42 424
479 377 362
775 207 247
616 69 169
331 282 299
37 239 689
643 441 447
391 301 909
405 625 362
596 270 479
405 72 85
842 429 359
629 831 313
540 351 706
82 578 279
846 756 824
83 69 138
572 111 295
764 545 784
552 390 998
100 710 951
699 683 764
831 1 280
656 359 590
627 84 194
134 570 763
275 612 118
786 276 789
337 584 801
361 211 117
417 833 234
131 304 671
94 396 25
151 590 697
712 286 419
18 892 292
65 463 872
809 153 920
254 760 502
38 88 43
41 727 635
864 711 481
381 563 592
552 331 812
677 489 968
247 711 414
422 423 496
364 167 617
446 230 754
233 275 532
420 345 198
277 752 665
334 919 466
506 733 957
473 882 78
600 420 522
680 449 680
862 219 28
108 915 844
311 166 147
423 350 266
6 26 256
747 371 607
146 221 490
566 513 854
279 663 832
246 791 538
905 368 352
715 552 969
754 915 722
330 561 860
74 918 302
63 338 473
786 626 208
344 837 342
433 404 935
232 381 731
172 885 397
185 272 883
865 58 69
322 18 449
548 328 580
867 71 337
656 573 452
374 794 924
717 170 140
33 175 108
785 706 357
578 492 618
212 557 810
699 780 211
490 153 491
655 588 603
369 350 221
743 287 230
900 436 554
117 66 968
626 195 186
795 853 787
844 505 127
143 58 668
867 894 139
104 48 524
354 398 39
878 864 863
382 210 126
905 341 340
2 503 496
621 285 798
535 506 543
493 785 474
167 447 554
934 142 81
697 721 118
97 400 548
521 708 890
590 277 664
5 727 905
511 856 389
931 553 928
267 781 470
59 758 226
908 141 73
680 399 756
13 929 754
603 237 353
622 805 933
330 587 998
638 628 964
325 460 823
656 615 346
808 134 508
269 199 855
751 11 1000
537 372 875
837 675 244
98 842 441
424 721 407
799 265 894
601 158 253
77 210 849
431 328 14
356 678 527
667 872 50
239 116 602
689 256 39
386 512 249
14 741 918
163 92 882
742 99 263
398 700 303
534 683 297
37 327 712
876 88 320
831 652 363
792 591 993
573 75 613
695 769 107
582 471 363
516 647 145
452 148 393
308 928 504
195 606 999
181 292 877
87 814 297
369 727 908
100 273 465
336 479 718
777 293 14
677 52 720
293 520 958
281 357 747
640 420 430
348 860 764
492 583 437
377 656 493
670 702 654
694 750 525
706 110 66
28 522 520
274 191 754
380 544 824
407 247 56
463 303 596
925 371 875
509 851 196
509 417 937
278 912 307
220 807 421
866 186 216
269 832 924
658 673 884
209 36 953
27 707 453
541 680 615
235 351 531
658 762 935
928 161 531
6 99 824
204 623 119
829 160 26
57 180 614
404 187 129
38 3 600
797 280 263
711 452 848
479 757 920
887 716 771
395 879 157
761 83 834
290 524 232
383 6 828
740 174 246
76 771 970
14 736 472
772 165 526
551 93 796
496 696 5
192 127 126
393 527 255
454 536 4
575 61 557
137 272 324
411 336 55
620 349 934
244 359 417
719 794 868
64 731 619
186 415 581
680 661 998
621 291 639
845 895 443
293 630 713
171 837 433
306 5 891
515 569 702
11 713 899
643 661 25
298 30 241
709 571 719
293 897 572
117 35 491
542 285 530
369 245 116
885 226 846
183 408 224
105 838 319
186 454 211
753 882 857
224 427 317
654 857 887
923 156 788
909 800 579
803 924 909
231 273 319
845 307 752
859 628 188
218 897 104
205 918 315
726 923 100
910 391 624
719 292 236
391 765 497
276 774 317
910 916 340
32 521 742
314 680 473
369 508 804
670 416 641
567 266 376
482 246 66
573 813 251
208 768 550
231 608 953
262 469 538
474 84 634
669 781 995
491 669 723
756 755 547
711 892 26
586 783 713
757 735 460
900 886 353
616 922 815
541 872 203
33 500 535
810 519 780
382 498 277
736 29 412
59 211 341
115 887 496
228 640 413
120 187 614
697 585 419
1 661 924
711 834 966
873 787 811
691 716 331
79 286 804
896 517 524
31 661 560
683 210 151
341 914 96
902 57 191
621 609 962
778 314 203
464 420 488
336 612 369
336 29 386
646 376 421
116 150 43
36 121 890
240 173 688
38 557 269
417 60 686
162 797 944
72 194 221
403 349 426
915 515 908
856 101 900
577 619 29
746 294 392
304 615 570
5 706 532
891 867 629
232 161 675
583 425 78
250 129 56
696 351 875
419 301 724
574 363 810
411 723 60
755 104 148
869 590 338
890 131 674
69 741 698
258 157 258
529 593 686
545 471 174
749 798 611
561 41 495
52 454 286
390 646 460
819 344 715
29 152 663
149 224 205
649 509 815
618 361 783
358 639 787
100 670 762
658 277 352
653 8 11
382 406 247
242 771 428
824 91 975
591 408 496
435 896 228
526 339 66
40 445 926
302 202 875
410 165 987
36 245 132
243 183 27
623 480 240
488 255 183
722 24 354
243 63 995
230 164 721
422 934 781
604 775 465
248 211 96
453 430 497
507 902 89
402 654 700
875 407 871
290 793 112
665 308 757
821 836 406
259 318 862
323 274 822
404 226 169
296 425 529
529 515 791
399 893 448
718 270 472
273 867 700
313 474 489
707 400 109
261 782 636
593 339 737
85 748 189
712 56 244
310 410 972
512 160 218
921 393 765
457 112 151
156 357 722
870 935 280
899 923 969
216 820 906
525 918 504
497 182 779
366 916 362
441 10 929
801 884 916
748 742 280
880 530 386
337 583 522
682 371 223
863 847 942
232 168 829
181 54 77
757 114 783
352 301 223
720 268 39
808 575 179
935 473 961
510 256 225
216 934 354
739 840 365
398 121 54
394 371 79
808 764 79
718 472 267
921 129 235
130 465 544
38 359 746
655 491 269
852 771 131
608 493 919
878 916 276
764 785 659
635 422 709
672 221 874
261 37 324
434 315 766
332 557 404
150 421 747
386 266 954
769 923 644
910 745 890
219 333 405
756 877 901
540 826 674
713 3 480
416 801 366
931 703 330
704 625 208
43 38 140
329 912 158
221 574 538
454 351 587
142 501 624
823 346 363
665 782 92
904 817 869
817 177 180
704 128 121
125 872 339
835 424 942
98 47 50
56 364 700
116 584 855
289 255 832
577 124 870
378 317 477
861 14 190
851 931 468
123 369 667
459 182 237
569 329 493
507 493 13
740 589 29
397 799 757
52 222 100
640 53 126
780 387 150
498 570 822
523 561 368
194 872 960
909 307 833
400 628 234
