17
944 811
434 197 -344
133 697 1000
865 471 -696
887 947 -219
586 747 1
530 404 -176
694 210 418
357 936 -983
9 526 778
769 80 -405
421 393 -587
518 797 386
351 556 -899
176 41 108
705 820 -281
141 99 977
654 774 949
85 677 -327
485 513 -58
581 25 765
662 171 107
132 633 757
651 625 878
549 917 -158
437 179 -613
259 285 -606
360 139 582
76 696 681
470 926 -533
897 706 359
686 854 -690
722 168 323
935 746 769
33 508 200
854 24 274
621 657 -989
297 4 731
410 769 258
435 512 -119
717 938 168
697 205 446
855 15 -96
69 44 674
154 692 954
77 642 -212
130 161 856
708 963 -645
469 613 40
545 357 749
718 242 -278
887 817 913
924 802 -436
226 615 359
520 53 738
224 500 998
22 484 -858
393 507 -489
727 393 562
513 646 420
826 166 557
935 630 -107
525 477 463
891 896 -467
552 960 -635
136 61 -595
868 387 933
662 303 176
619 817 990
213 947 -268
329 679 247
950 197 301
602 230 -576
916 651 -549
358 621 -234
631 351 -94
887 922 343
183 188 -685
422 845 -277
312 685 526
27 618 -933
770 638 63
194 561 893
627 427 -490
92 910 90
436 385 -493
84 859 898
203 547 -301
627 670 63
187 794 -447
849 381 807
375 827 -714
638 402 366
95 71 121
321 150 -861
228 661 -234
656 312 18
912 244 272
745 952 -918
398 812 -830
634 967 -818
793 323 58
527 718 -298
282 55 867
651 131 -415
344 801 390
356 549 580
679 499 -867
156 366 678
148 879 -510
962 630 621
167 715 315
682 4 -4
285 341 138
486 218 195
531 693 -814
550 266 -974
855 534 -438
710 418 -35
846 306 -788
111 219 -26
561 240 804
457 735 407
292 643 -452
162 554 354
225 100 749
627 687 107
323 604 -978
169 19 660
602 283 -226
762 563 -626
745 289 374
882 772 -569
148 914 -320
367 564 339
408 637 767
770 535 -477
402 901 232
231 240 795
109 13 717
173 839 -629
112 232 78
636 335 676
590 148 -482
831 339 -857
254 316 -342
472 639 -192
10 296 -47
252 460 -612
59 810 -616
212 806 -297
205 838 979
324 39 -921
626 46 -408
205 575 -6
871 644 -860
886 499 -335
935 589 -497
54 384 42
337 494 544
202 315 -331
182 704 591
933 957 -156
713 161 395
195 322 -115
1 119 -391
400 577 7
88 357 -214
72 84 -570
245 679 807
72 738 -73
272 953 -211
897 776 544
190 931 -567
430 250 -311
55 681 -138
821 785 -551
783 565 620
961 938 680
911 951 -217
341 369 -534
100 419 214
24 717 636
591 834 76
819 831 924
447 625 -123
274 242 726
590 440 210
396 966 667
672 461 -291
785 570 967
898 970 431
781 290 479
373 923 714
145 2 560
76 177 986
79 209 385
114 315 851
566 835 -307
729 300 399
520 445 209
529 961 644
339 251 973
643 520 -909
227 958 41
724 309 1
761 627 -396
566 38 601
432 205 61
223 208 921
19 744 842
611 187 464
966 235 -617
694 838 -11
780 531 123
464 326 -847
145 615 -351
787 925 -828
480 871 -808
557 672 -554
354 408 -537
162 858 -513
471 614 900
505 506 580
803 166 527
645 108 80
793 125 688
838 433 818
490 846 56
392 321 -522
732 296 567
866 85 -459
815 811 -817
773 530 -739
879 102 978
242 428 502
780 36 457
218 363 -753
745 670 -42
392 696 822
83 633 26
810 264 89
818 560 -944
761 40 -673
362 745 685
698 971 -282
189 620 -988
173 951 986
851 178 363
789 36 348
503 490 -439
456 615 349
479 815 688
190 479 -880
523 348 -680
377 888 944
127 603 -148
541 697 538
488 380 -115
123 15 -420
177 677 877
222 118 -913
961 587 188
530 153 -839
143 729 -234
576 555 875
301 489 476
263 273 -773
233 16 846
458 9 871
164 923 -668
185 427 -895
239 794 298
757 488 -352
785 729 856
712 509 -295
191 168 -993
368 543 855
710 452 -747
143 327 -404
862 561 642
565 74 386
645 839 -796
701 692 259
384 215 703
669 574 511
651 907 236
98 514 -166
470 501 462
703 851 297
554 305 -638
505 277 -480
438 98 -427
48 798 498
228 146 -981
759 390 -145
758 429 -779
809 429 955
421 934 -472
710 416 641
98 436 -78
197 307 641
748 669 816
31 206 515
343 625 -191
913 592 674
22 98 44
511 323 643
724 915 -485
45 829 -454
515 325 410
767 491 298
252 147 -720
383 576 817
724 361 831
621 900 999
463 945 440
419 165 -431
621 311 926
798 185 927
489 672 -343
815 396 737
137 517 20
581 52 -796
466 470 934
454 135 371
435 648 814
885 54 181
205 877 -838
234 227 452
682 476 -208
173 883 661
615 69 340
256 837 -899
682 570 752
868 180 -339
933 918 -631
587 823 -590
746 280 -733
358 156 502
168 566 406
517 154 778
963 611 -532
537 400 667
176 761 -250
476 502 -120
529 768 -366
863 111 564
298 914 -975
361 415 939
369 625 414
793 393 844
401 883 -44
200 901 -677
589 391 177
400 658 -579
972 413 409
565 918 -224
377 850 407
720 384 123
938 123 482
220 258 -827
913 521 -25
920 139 -441
55 611 -595
880 454 841
449 189 976
736 560 598
112 392 -640
670 589 -214
112 483 -291
102 28 -208
67 106 982
855 749 961
231 650 -898
753 771 -909
955 426 -304
454 482 414
469 4 -628
938 605 -913
411 779 -643
958 500 -650
319 793 449
876 197 -295
787 413 -323
672 174 231
880 578 4
470 796 -660
364 296 784
199 906 -468
467 394 836
152 972 550
514 945 634
638 354 939
314 544 -871
108 256 61
922 129 -133
308 244 -5
244 912 536
921 18 602
569 633 638
174 365 -695
238 226 -516
940 8 525
744 846 -53
154 420 -678
831 782 -397
542 281 61
236 154 -785
760 841 -121
534 900 491
646 320 -280
714 445 520
287 377 -325
441 201 612
352 435 -341
876 644 -600
659 111 507
689 53 608
39 961 -545
323 134 -915
873 138 666
709 815 -384
361 900 -45
571 535 110
449 71 -483
279 268 -581
415 935 -518
391 960 -642
333 559 639
392 275 603
731 640 -540
188 94 576
426 820 969
914 396 -996
764 9 817
802 872
396 413 -974
509 488 -29
430 646 -880
445 735 873
151 347 968
487 232 -993
584 443 -269
55 413 610
769 668 466
551 320 345
566 646 777
23 700 355
672 304 -420
579 165 341
183 287 980
266 436 625
143 495 695
4 594 -496
584 351 -176
743 684 -396
425 211 781
411 61 -771
237 306 -694
437 243 -498
542 166 675
448 243 100
236 286 674
166 35 -306
13 336 -164
519 707 413
75 519 147
184 757 -254
739 25 -474
316 640 -877
293 399 -284
72 299 167
369 394 -366
655 243 645
478 105 -739
647 686 -290
425 66 266
126 732 -187
643 447 306
753 710 600
32 324 912
665 747 816
224 627 995
782 371 -596
250 469 -968
682 339 956
321 159 -633
470 512 -721
45 137 258
624 610 -11
753 340 -289
85 266 -525
122 786 808
271 386 -785
213 424 81
534 301 698
405 643 752
761 294 -146
500 143 255
698 567 -227
448 94 471
681 157 -835
438 30 223
401 744 883
686 285 54
673 120 -787
545 426 36
472 510 399
746 148 -493
163 385 399
196 799 -977
98 534 -2
597 193 803
192 777 925
13 163 879
129 484 627
4 741 832
219 266 -548
40 363 623
428 741 -140
800 409 152
365 756 -735
86 232 -824
10 258 -892
279 798 -836
186 495 -51
54 431 146
749 479 -935
590 338 479
601 746 451
318 304 -33
524 361 10
108 500 995
86 601 -343
375 559 19
604 454 379
474 583 -244
107 243 533
202 327 305
402 436 266
392 253 -214
146 719 -115
763 748 61
337 631 364
125 88 962
510 720 -784
324 461 -21
578 279 -648
312 639 770
763 672 -664
93 385 908
212 431 -430
68 426 -617
427 303 922
719 734 118
671 505 -765
386 131 883
446 82 -174
147 734 869
628 305 -602
37 439 -147
189 674 -52
444 140 -56
740 8 -313
619 17 -474
780 113 35
115 442 -100
539 659 932
317 505 -436
729 659 -605
423 391 -3
704 658 -835
71 744 -611
721 169 262
381 246 -291
131 172 975
435 521 -385
158 733 357
183 9 -412
261 477 599
448 654 -552
159 277 -663
606 352 -580
622 562 82
620 678 144
141 568 326
243 714 765
160 15 968
367 759 532
699 45 -513
699 147 146
30 95 -11
56 461 -740
596 192 413
546 431 -716
719 580 -564
303 209 -855
521 4 -569
534 694 -624
518 498 -239
176 230 -314
142 332 -755
551 269 -112
629 483 902
103 791 697
37 732 58
208 250 -150
590 514 381
496 626 -595
758 544 -777
3 276 203
208 465 804
641 4 241
102 588 35
137 27 170
281 783 -881
208 13 349
732 553 -173
262 478 -49
175 418 -870
262 135 655
706 759 -930
687 709 903
653 373 79
728 512 450
210 567 370
485 368 -488
65 502 -915
429 686 367
128 111 -85
333 676 -688
359 128 640
478 88 -56
386 553 594
582 169 -33
716 731 -444
147 630 262
754 345 -827
291 754 -292
683 37 -192
374 250 -519
603 587 506
671 13 -962
161 513 -887
396 542 727
405 52 -195
761 415 -624
405 724 -212
534 179 333
544 459 -662
137 582 69
63 614 441
678 652 -957
240 697 -563
780 10 987
476 764 380
253 61 -944
594 149 668
522 334 -111
118 446 231
393 358 339
739 606 -229
166 621 501
512 640 637
617 801 320
1 524 334
80 773 -45
401 150 -329
139 595 640
475 433 -455
96 309 -611
534 254 -466
20 418 625
574 225 473
179 217 -57
541 42 625
757 607 372
103 455 227
455 172 897
669 318 -410
392 520 -237
462 447 135
608 675 374
559 136 -221
657 640 999
151 619 -542
685 464 315
482 315 -584
447 325 -18
290 48 166
592 604 -150
515 350 -626
657 397 -638
785 66 -906
578 639 419
541 101 -783
688 537 -259
537 96 310
555 475 -232
332 252 504
212 417 263
237 91 21
706 223 -533
308 515 -926
691 282 571
257 384 133
545 90 -947
38 583 72
338 567 74
136 742 421
662 65 20
288 661 287
669 278 -190
209 799 -939
797 46 705
96 115 -339
78 295 842
542 519 364
278 478 627
207 219 608
486 251 688
247 455 -770
397 194 511
540 159 -472
396 684 -630
133 711 295
775 402 949
575 722 454
749 657 466
308 496 -298
156 499 7
766 738 -306
455 464 753
754 19 -377
743 639 817
29 487 534
169 420 -514
25 503 840
133 381 301
694 644 -394
469 643 45
59 478 -813
380 801 208
320 780 -612
591 334 754
227 218 -258
267 280 811
469 16 79
195 538 634
456 423 -742
647 561 264
664 667 -981
252 680 907
359 532 -731
172 526 -118
79 318 -787
485 303 -647
213 605 938
711 288 -227
522 295 -19
371 271 -537
451 360 -300
741 458 948
386 302 -896
598 595 -640
494 55 -336
45 613 -181
200 203 -371
205 577 184
713 177 -14
737 700 -105
653 536 137
672 491 -924
487 330 -280
712 793 -707
187 479 -481
426 372 990
622 473 -916
311 201 -159
147 205 619
780 274 -38
130 144 -776
533 464 796
29 36 357
757 356 868
385 180 -555
577 581 79
80 112 621
490 625 266
111 747 -137
274 533 987
693 633 -43
477 52 40
22 378 -155
343 764 -879
512 582 85
718 226 43
90 751 419
763 784 826
119 689 -469
38 355 77
573 243 -73
410 148 -782
132 519 40
231 88 946
688 801 348
631 707 -888
228 97 -410
380 735 -968
315 438 641
671 784 654
314 401 644
512 636 -665
746 614 997
753 258 759
510 611 -170
261 751 931
657 563 -859
143 568 101
466 792 -30
499 97 -685
801 600 995
220 794 189
459 726 -822
417 233 -6
555 658 -872
366 726 979
491 739 -265
470 495 856
720 377 585
756 242 877
384 798 -299
502 776 -889
797 247 247
655 18 532
598 372 -956
184 761 168
542 726 537
76 273 733
652 771 -794
102 648 -939
23 217 -600
726 3 -154
151 732 -372
251 65 -76
682 713 6
458 238 504
41 638 465
107 147 413
765 506 -563
66 197 410
639 785 -601
328 406 955
283 685 -544
509 440 -120
783 248 756
742 33 -724
234 744 825
51 748 -265
460 678 747
751 278 690
54 556 562
214 116 481
285 1 996
613 410 -648
378 168 -812
750 693 742
685 587 -684
19 607 977
46 374 770
762 692 -338
66 187 226
706 311 -843
756 15 881
532 325 786
45 425 842
419 626 -500
243 519 -743
142 347 -391
789 401 -223
145 50 259
109 544 -921
766 532 -545
488 376 918
655 801 -757
457 388 603
188 320 843
53 175 -414
111 507 980
692 761 -728
455 499 26
506 800 -773
300 469 -803
505 423 936
653 757 -604
402 47 335
659 371 -65
121 498 -733
228 179 -788
640 419 23
169 444 302
765 614 -286
794 384 -139
350 434 -165
184 252 -360
303 612 -824
190 194 738
234 608 561
447 709 774
583 16 -862
688 376 12
331 766 -116
650 336 -598
131 619 -807
76 664 -873
439 418 -852
757 153 -486
318 109 -640
587 199 -239
196 655 299
200 679 -247
626 505 -466
615 169 193
744 372 -391
618 34 992
793 640 404
269 164 728
220 85 983
623 393 -257
618 44 -192
451 195 -508
94 395 665
494 470 265
656 127 601
397 347 -715
638 194 992
159 41 -64
193 71 -478
239 288 -909
368 219 817
460 477 -671
692 503 -739
1 394 -355
628 47 -1
453 251 384
770 370 -703
35 325 -217
472 84 112
556 657 -358
255 299 70
508 197 -742
678 714 994
182 227 -254
118 715 116
588 103 451
158 124 -995
4 57 -917
487 54 -385
74 94 868
460 650 -444
753 568 330
511 133 121
632 324 -490
686 334 203
318 667 405
366 672 619
707 793 -287
70 176 -271
403 566 -199
626 545 387
329 691 788
428 273 -917
216 544 110
664 481 -349
756 494 836
338 537 130
726 400 892
767 421 271
743 380 -297
622 682 -215
96 8 -669
187 721 107
307 114 804
49 398 236
594 267 466
727 513 -741
714 221 543
468 88 568
346 316 401
449 636 333
603 153 642
305 442 228
87 73 -522
125 783 255
737 23 -111
278 304 -136
535 721 496
642 748 -747
177 312 969
742 721 560
100 324 385
777 519 984
22 204 -585
41 563 759
381 265 766
313 172 892
266 510 -306
692 649 -404
111 358 -43
52 574 682
48 460 971
184 481 -784
678 554 196
21 533 315
179 389 -86
114 51 555
420 511 -65
696 212 511
540 60 -852
359 412 186
693 494 279
767 166 365
310 202 653
527 559 73
489 6 -655
202 596 733
405 417 246
332 605 -790
330 77 -964
409 614 651
156 762 -895
94 234 208
474 177 -378
487 633 532
375 668 151
122 82 12
567 798 342
124 442 -562
511 390 -512
104 710 874
410 594 975
34 60 528
522 574 -927
423 420 58
164 487 -811
82 489 -230
386 651 533
365 306 -604
258 722 -636
128 103 -125
107 58 875
261 9 -543
115 604 959
779 360 91
482 229 173
392 517 311
475 23 -399
151 793 -94
452 197 994
91 308 220
69 22 -361
766 742 655
635 522 -120
785 609 -8
82 307 -534
22 690 -803
466 431 672
243 21 692
649 653 291
722 512 -760
752 281 -372
310 521 838
476 676 -868
244 64 -697
119 350 -247
503 211 -694
595 50 -73
338 392 252
271 687 719
162 347 530
780 179 -626
790 669 610
478 653 953
286 150 -714
177 493 505
541 572 -568
91 655 -108
107 694 140
283 775 260
494 290 959
128 677 -69
502 501 48
225 415 175
141 226 502
660 391 -924
472 176 -851
193 532 -359
396 772 -435
282 359 -216
653 271 -140
22 176 -177
165 790 -872
65 344 -714
280 210 42
470 212 660
788 31 -747
270 1 300
767 647 655
394 627 599
776 248 -666
24 506 481
777 637 -946
392 571 -981
766 402 -981
622 521 -317
36 13 -325
12 58 826
210 308 -673
565 586 151
799 42 -802
699 516 -179
225 337 -191
253 605 -418
209 668 882
345 58 -678
89 396 688
769 470 912
114 554 -110
564 573 809
794 503 888
536 477 -534
338 97 -45
478 484 702
527 260 -686
540 705 -773
7 137 -263
441 638 -675
219 631 -219
97 143 773
623 101 31
468 466 513
247 152 31
202 450 746
784 1 -932
581 389 36
197 584 -568
371 655 96
250 685 426
441 358 -502
661 707 -826
65 689 -731
265 469 -947
23 370 -76
113 136 573
722 242 -883
347 474 -977
411 777 274
430 117 -140
455 770 -935
765 68 660
485 752 898
587 363 -419
17 384 -156
61 555 -797
112 749 -133
443 588 -977
526 493 834
583 763 -380
717 517 481
488 621 -95
396 279 -927
23 730 -460
577 399 282
741 395 773
331 124 -47
280 703 690
725 623 361
150 470 -874
409 684 170
28 27 868
120 608 -897
127 259 410
470 181 -16
127 756 381
534 734 295
38 419 -907
257 152 450
335 231 6
435 317 968
239 203 225
466 494 428
723 704 186
632 386 -742
786 44 -964
588 688 911
174 206 -112
375 656 -676
713 399 -20
326 148 -89
698 470 270
276 640 -517
96 140 -212
738 447 208
66 760 -718
444 639 -313
256 159 -537
154 261 505
112 14 949
349 217 507
673 422 -16
497 113 -742
593 336 -533
559 649 886
699 20 136
196 236 -4
234 63 -271
193 635 -673
595 638 -706
119 155 779
522 769 -974
581 408 814
152 334 -475
95 393 -636
520 170 -895
756 696 383
795 528 963
347 688 -668
357 224 -955
393 605 -436
643 463 800
477 256 80
724 576 -362
182 296 -753
253 28 420
312 348 991
373 58 327
548 46 -82
156 91 490
394 143 -822
364 473 412
159 517 -247
548 533 -830
60 172 -971
246 176 158
499 656 180
694 594 532
154 21 457
461 769 -853
786 795 604
256 574 -207
518 508 -544
540 568 719
595 739 -853
133 80 391
470 41 708
536 125 -507
78 374 628
252 158 29
609 670 375
1 187 -2
111 163 -691
333 186 283
63 531 467
253 643 -762
508 313 -240
498 333 219
160 83 -870
211 478 -314
571 111 -810
1 494 -964
577 219 -343
467 280 716
436 259 -225
772 220 -224
378 297 368
705 394 -587
545 445 -170
61 660 -127
711 787 -896
19 52 -753
312 736 689
277 344 664
261 493 -524
252 655 -511
45 652 948
690 268 241
152 274 -610
346 242 543
700 455 -965
484 517 -209
387 36 -940
664 182 -854
703 300 733
392 252 -425
210 458 887
365 320 645
480 436 445
40 724 -895
550 374 946
412 357 696
514 117 -515
464 146 -553
478 243 -573
277 249 615
38 469 -751
454 788 640
450 301 390
24 617 115
821 983
275 268 -601
676 475 -89
553 295 915
264 181 993
766 322 -548
581 642 -731
261 672 509
118 542 -748
446 358 -19
482 397 22
617 807 -560
218 130 -39
695 5 -841
179 715 641
514 512 754
173 615 211
402 96 -730
184 677 182
784 649 -121
624 798 -245
82 259 -266
445 285 -592
430 183 263
744 337 253
386 106 759
23 533 910
771 1 -129
189 698 -721
554 688 -684
644 642 -246
2 444 -886
167 145 -958
634 653 -790
565 474 -589
72 652 -75
645 732 662
564 85 -445
602 612 -146
659 703 -634
486 672 -590
290 346 611
455 246 -131
739 730 -677
120 96 9
729 736 153
401 469 273
6 763 -685
818 266 -967
138 638 788
274 479 -762
233 79 406
549 164 -217
296 119 -891
51 691 -392
417 594 -285
634 254 65
546 380 -420
504 362 -581
123 715 -156
722 1 -702
548 122 -724
248 436 -781
677 645 5
120 107 -134
408 517 -806
262 554 665
326 76 121
36 473 -362
162 564 -760
576 118 333
636 249 -830
113 711 -353
245 522 -962
205 256 343
274 403 27
469 240 -587
330 234 583
502 65 121
543 229 -347
806 150 324
751 7 -687
815 622 574
398 143 -921
752 442 817
819 149 -204
811 1 649
330 400 -663
584 705 211
182 664 555
623 7 191
190 464 -297
374 526 -114
611 632 96
23 198 -200
807 539 837
452 520 276
26 261 -916
120 625 -422
370 34 -390
714 621 344
82 8 -393
123 624 -287
752 454 522
448 788 -859
595 32 -143
589 582 231
613 392 -4
198 778 746
350 216 -235
382 150 114
806 104 -591
705 332 585
258 512 875
606 538 25
730 135 996
728 392 646
344 744 -163
720 314 -386
236 515 -24
14 40 -932
225 18 463
454 499 -58
342 340 696
225 545 675
260 607 88
478 309 192
417 518 -968
128 341 -735
258 628 -677
438 433 522
321 461 322
713 448 -258
327 709 774
9 264 357
779 451 -300
656 30 481
373 127 -312
437 359 662
433 738 568
237 607 -250
10 768 93
153 589 -395
33 422 458
298 756 907
223 110 426
622 167 965
597 697 -217
209 188 106
144 526 205
278 800 845
769 131 302
375 464 619
463 620 -499
399 621 347
570 509 -631
36 729 -33
561 509 349
691 814 897
104 319 72
163 667 -599
486 84 537
650 49 481
13 141 335
189 783 42
34 309 726
682 5 -989
788 310 942
808 504 81
536 540 393
520 254 -691
64 530 46
674 255 -930
646 258 -78
98 802 23
552 360 -561
56 307 212
374 545 -297
337 685 -876
580 237 -31
157 688 238
476 457 707
724 278 687
443 753 -684
45 577 -797
626 90 -907
346 649 -740
786 803 -4
424 49 919
318 197 216
676 200 -745
375 124 826
676 584 -38
555 363 275
418 45 -904
202 48 -958
80 137 -242
106 100 349
243 669 394
117 735 -442
98 229 -195
214 297 -355
60 457 498
797 83 19
598 670 808
422 556 21
365 652 -251
787 475 -740
427 111 601
578 610 824
460 605 -807
451 560 -703
286 24 596
226 413 491
263 153 420
815 49 -179
806 312 205
731 385 829
191 812 -951
21 337 -935
168 464 160
683 540 498
282 401 635
107 214 -133
142 157 -546
572 638 -33
772 177 80
41 257 -424
599 667 -70
766 319 -150
762 291 70
61 192 658
62 678 963
574 34 -724
547 245 -167
240 476 882
690 506 459
815 274 -919
132 603 152
619 796 -183
219 184 308
369 755 -222
661 715 -775
465 375 796
88 457 134
729 316 -446
705 703 -470
820 563 -228
472 597 27
719 413 305
561 10 425
508 779 -842
58 166 56
375 282 -221
334 174 871
723 167 237
622 110 212
573 33 -988
491 636 -374
706 658 615
796 479 573
160 520 -496
353 807 -244
800 156 546
663 812 626
25 799 580
499 276 -792
257 495 -222
194 394 -532
165 505 -661
363 384 8
253 72 -499
103 443 124
311 572 -521
265 288 254
86 327 719
698 709 -484
504 357 -901
348 624 -897
302 114 628
300 570 -827
429 352 273
416 791 930
530 791 -157
380 158 -677
612 817 -606
178 687 714
523 144 -644
229 689 52
605 408 -340
498 809 487
789 134 648
177 572 473
227 712 -75
316 98 516
65 219 -752
779 543 -181
25 268 -565
209 705 -361
812 668 998
748 62 -597
90 242 -53
746 806 0
715 460 543
563 801 -803
463 128 29
621 748 373
514 65 -122
771 370 -391
166 712 969
706 633 301
494 474 -891
669 476 -58
182 808 950
801 775 407
561 339 -306
520 400 377
380 770 373
678 36 -549
682 418 -931
477 561 868
685 148 902
528 628 698
650 423 -95
817 784 -63
333 494 -784
1 651 -138
467 99 -200
693 532 -136
251 225 -314
732 164 -876
764 88 -857
138 116 -801
514 709 80
585 305 -912
289 739 -304
313 123 218
700 197 -116
472 802 922
100 174 -720
64 655 134
553 243 -240
41 742 -998
328 637 -225
4 485 406
605 300 -767
679 221 427
747 269 -79
610 651 -291
780 5 264
624 397 -457
53 779 849
538 137 -374
81 122 146
197 723 -438
127 648 178
693 341 -691
692 110 560
325 565 -352
342 634 553
722 818 54
380 426 -504
307 346 312
260 499 -257
231 83 -355
525 58 -975
489 724 938
72 565 -345
519 440 -902
809 376 285
463 787 39
454 55 -660
64 306 -713
300 278 -600
129 741 -434
448 337 -180
204 275 -237
125 105 103
676 47 288
30 587 -890
371 777 662
769 616 372
284 796 -620
104 337 -334
286 317 7
79 544 -59
498 265 78
775 111 577
453 647 -357
207 721 -965
750 77 -770
2 769 -829
353 105 -958
585 366 -477
580 152 989
210 703 -755
798 367 494
344 224 -577
339 515 -394
30 422 -323
803 295 720
188 47 -376
278 339 313
793 716 -83
564 271 -20
764 167 -482
149 373 840
83 193 920
192 382 665
37 369 -346
753 392 8
630 74 -687
54 543 700
768 221 706
717 778 -711
512 252 289
556 513 -413
239 402 -950
570 115 807
621 271 -818
758 346 147
594 114 -563
777 302 -962
145 552 -853
451 466 -376
157 657 378
647 318 -639
755 503 285
384 291 -875
247 497 -522
321 103 793
661 781 -439
771 767 130
357 726 78
136 294 -76
363 736 -704
438 418 26
552 130 -475
715 741 -639
558 198 -668
292 771 232
114 52 -388
339 81 -427
316 500 927
665 240 -481
468 558 722
99 34 -462
644 455 -863
321 94 -894
184 58 -10
518 101 -584
172 552 -445
168 36 -473
306 701 463
190 52 -697
675 44 396
338 723 818
228 143 254
25 182 -809
15 497 898
405 567 -89
400 269 492
693 432 429
416 91 635
184 338 -623
678 5 585
387 84 929
121 424 -861
175 741 990
490 675 -628
325 584 568
153 9 -27
314 423 715
252 623 690
521 137 967
791 420 331
193 793 128
791 199 -362
715 226 -226
231 348 -622
554 165 -302
487 608 82
16 609 522
718 257 877
431 5 396
292 571 -746
247 458 512
693 178 409
583 579 -929
133 298 -404
742 377 -763
462 819 782
548 519 -792
618 393 -433
554 382 -292
283 577 402
440 183 260
36 75 -73
351 81 -797
588 133 975
716 169 -518
751 696 313
275 355 616
181 597 222
2 279 -734
745 46 -101
384 790 -285
319 164 261
668 621 364
196 214 -631
699 582 -463
545 695 -275
74 299 337
60 647 579
700 153 -625
458 52 -668
634 817 364
178 310 -591
180 29 320
126 573 243
734 52 28
103 47 118
675 769 355
321 642 555
577 46 -958
201 189 787
791 319 292
564 183 253
802 372 -108
285 336 476
785 446 -193
367 140 -263
543 199 605
2 5 -618
230 376 -78
673 556 -514
305 806 -586
603 629 317
683 536 349
364 325 962
768 215 -247
603 708 -64
469 98 -419
313 419 -536
242 390 -64
448 412 -963
133 16 812
322 57 51
241 693 -779
776 160 90
220 643 -283
723 762 363
106 506 -366
524 815 -126
419 150 673
573 497 -509
521 328 -53
54 632 393
354 42 967
154 748 722
597 410 -912
499 140 735
643 387 827
439 286 5
307 34 -224
520 551 303
334 29 -821
644 376 -313
521 753 -881
806 804 674
19 520 -898
156 789 981
199 455 750
307 473 843
270 745 -212
49 461 -908
777 316 -572
260 595 -767
475 65 274
138 347 -704
660 760 128
330 192 363
338 611 -941
537 758 -77
694 84 -113
231 444 -283
778 100 930
233 223 973
390 583 -28
271 677 537
449 216 6
77 678 -358
524 486 -384
32 557 -332
501 819 -204
590 659 -213
215 183 181
588 93 -38
657 424 511
134 426 139
370 291 871
591 757 -720
513 760 -772
582 338 34
529 432 562
206 479 794
723 299 -227
466 441 68
626 221 -837
471 354 -546
139 741 -580
587 127 582
711 619 527
360 32 -239
621 308 -990
709 29 726
348 107 898
116 543 -895
625 140 -138
726 426 -600
518 768 -214
652 410 -892
200 589 -173
647 751 823
536 617 373
423 264 672
493 746 -266
208 418 877
378 579 1000
624 202 -110
295 450 800
507 215 245
65 687 199
671 268 -958
96 562 75
514 212 464
257 342 331
554 722 109
450 6 -350
367 402 -886
131 203 -138
61 282 877
678 709 23
733 517 522
791 591 848
212 679 57
761 766 362
727 373 -870
542 674 -533
404 604 268
23 490 655
278 400 729
476 22 206
11 430 376
785 186 -397
820 350 -909
616 210 -928
736 276 -840
575 692 102
658 443 367
332 56 346
548 61 499
428 557 -397
390 404 87
131 716 -175
742 85 362
201 252 267
617 431 -407
500 227 -24
562 39 -287
158 425 27
471 325 65
491 325 966
38 166 -362
223 707 626
625 127 -775
142 120 -346
255 723 -525
214 686 775
190 618 933
360 777 943
71 80 198
307 625 -119
737 787 -977
562 789 1000
594 701 -315
136 689 -445
416 739 -848
588 506 84
539 536 760
206 82 -592
501 493 -270
692 123 -783
431 129 547
517 810 -149
28 607 791
796 269 -653
63 477 904
300 520 757
670 338 -817
237 318 -812
564 261 -935
392 685 396
773 717 -249
38 497 -897
802 214 763
567 615 -621
429 743 646
632 468 -549
241 353 838
288 604 683
688 792 -220
373 52 -5
301 260 282
460 431 -818
384 595 80
39 268 -824
624 270 -518
389 197 -852
600 402 -149
686 234 249
172 265 -768
244 43 418
336 158 -364
15 783 -705
540 688 662
188 379 612
533 333 94
444 245 918
185 237 593
682 423 -823
189 418 -637
485 398 -294
454 56 -360
291 332 492
251 717 39
326 669 -100
301 37 393
712 102 -83
233 403 379
671 381 988
536 203 -957
708 763 417
172 80 -137
426 682 -111
712 226 688
351 41 500
296 429 -742
303 190 839
721 121 771
708 773 -473
536 716 181
293 740 38
734 500 137
597 154 63
479 88 701
387 453 600
616 668 -112
713 625 -621
93 778 568
63 700 418
417 153 -648
749 189 -761
321 328 -586
368 17 -923
343 563 804
251 705 512
60 66 371
386 478 -948
372 777 306
410 462 714
728 490 -211
698 80 -350
146 414 972
131 430 692
258 556 761
170 654 856
231 89 279
430 407 781
105 683 -384
774 724 97
156 784 504
772 341 -79
752 624 -733
334 563 181
424 111 188
247 635 -523
260 282 -262
670 246 -705
454 33 393
379 93 -7
424 415 -579
483 58 -235
292 71 408
466 714 -221
615 48 -309
188 741 334
96 296 -946
75 532 -284
205 646 -982
70 442 112
5 512 -840
339 183 -880
557 56 -831
357 489 942
74 310 469
26 528 -140
592 41 947
704 331 962
7 568 -16
708 299 -907
717 522 950
103 673 -254
156 70 -679
1 412 801
187 308 464
11 342 -481
764 69 384
710 355 814
567 26 667
406 347 841
284 450 483
588 30 196
422 47 -25
432 416 818
398 729 860
417 816 -274
96 88 -487
265 816 539
55 347 -871
183 31 944
600 275 538
110 271 -365
472 150 -744
379 759 -999
437 551 429
435 654 -569
163 196 308
476 245 -369
522 30 617
775 641 -24
643 809 -145
